Type,Amount,OriginAccNumber,OriginOldBalance,OriginNewBalance,DestAccNumber,TransactionDate,TransactionId,OrigCountry,OriginInternalUserId
PAYMENT,1933.73,C1562764987,208727.0,206793.27,M1406593369,2017-03-19,TRF-vzjKwuDzFLdT,SG,C-8d8f63a4-a467-45b8-ae6f-8d2e8043813d
PAYMENT,1961.84,C1950136544,11348.0,9386.16,M1772358460,2018-07-18,TRF-EPkLqBvkzkUg,MY,C-0f4c5364-6f67-4cb2-bc28-e898429b113c
PAYMENT,2906.96,C811562535,125221.0,122314.04,M1713988669,2017-08-30,TRF-mvxfxmwuZNLS,ID,C-4046908a-ad0a-4553-8d1c-43623640c3ab
DEBIT,896.16,C215078753,37232.0,36335.84,C977993101,2023-01-02,TRF-HUJJkygikZEq,MY,C-ccccee00-e5e2-41e6-81e3-c55461ab72c8
CASH_OUT,78639.4,C407148497,36335.84,0.0,C1916720513,2017-09-25,TRF-zieewXBZtJLP,MY,C-2498e133-3352-4c5c-9481-60247a5bf9a4
CASH_OUT,12149.25,C1373949107,0.0,0.0,C726762476,2018-07-03,TRF-GiLQzImrqIje,ID,C-2bffbbbb-9465-4df0-b350-9c5c626cafbc
PAYMENT,4104.55,C1984094095,5865.0,1760.45,M1675999402,2019-12-21,TRF-JQoDuHZjqxvI,SG,C-8b47cfba-c615-438a-ad46-d6a04f8aa4f1
PAYMENT,1516.32,C847320212,503918.0,502401.68,M1114681666,2020-04-25,TRF-XmlLiPkehOsK,ID,C-28984979-65ed-467e-9d4c-c6522d458637
PAYMENT,4385.26,C207546206,362.0,0.0,M1662312252,2018-03-31,TRF-UXVMxMfgvtaq,SG,C-b0c851ca-85ed-4e20-93a4-a005e3aff479
PAYMENT,1222.27,C1174586025,0.0,0.0,M280541440,2017-01-29,TRF-uzjctBdYxfgN,SG,C-a1aba9d6-43ed-40cf-8c33-d86f6bb646b6
PAYMENT,12492.07,C46941357,0.0,0.0,M671187578,2018-11-28,TRF-camvuPjbHaEJ,SG,C-af258d93-e32d-42b3-91bc-31d2df322d2a
PAYMENT,6078.0,C896138248,0.0,0.0,M93974967,2016-06-17,TRF-CjIIvILsKdgH,MY,C-c0e19ad2-670b-4a07-a586-229f57cbc777
PAYMENT,1735.18,C1470911015,0.0,0.0,M105860882,2019-10-04,TRF-JKxNONAapbAp,SG,C-e3449e4e-912e-4771-8b54-6146f878080d
PAYMENT,17331.19,C1821100643,0.0,0.0,M2097992252,2023-01-31,TRF-zFbaOxDjJPjl,MY,C-0f4c5364-6f67-4cb2-bc28-e898429b113c
PAYMENT,13198.22,C181252244,0.0,0.0,M1796154990,2021-09-25,TRF-OIZjujThIHgb,SG,C-433a7f4a-3aef-4369-a86f-233dc897b5e8
PAYMENT,18391.64,C519303080,0.0,0.0,M1395740534,2016-01-08,TRF-pnzRIYmEeAvK,MY,C-838c0fe5-7b01-41a5-80a1-99d98d497f71
PAYMENT,25313.62,C348132918,0.0,0.0,M1887965475,2018-04-18,TRF-pCJJTTGCKkmS,ID,C-ef895b39-db50-4597-9cf2-613c0d19ae95
PAYMENT,4504.32,C215078753,0.0,0.0,M1586519852,2020-11-11,TRF-wNrXpEbTkfgr,ID,C-0856075f-d4b8-478c-9d2f-391096b9de95
PAYMENT,7343.53,C894421232,0.0,0.0,M1064095359,2015-07-27,TRF-xdPvUjNZNEXI,MY,C-2f26d1b6-7b31-4f72-845d-d41df3f62a75
PAYMENT,354.17,C1261044180,0.0,0.0,M2073069810,2016-11-16,TRF-MFSnGhGIUmqi,SG,C-ba8b2295-d6ac-4fb4-bc10-b956027ad230
PAYMENT,7331.37,C1338905451,0.0,0.0,M1138190994,2017-11-18,TRF-GmeYNhvEdEJC,MY,C-ac279a49-df45-47db-a1d1-59d17ca35d41
PAYMENT,2165.53,C504336483,0.0,0.0,M889398176,2021-07-08,TRF-iAFXHfpsUrbm,MY,C-0bf06952-228f-4aa9-bb5d-6f70186ea1dd
TRANSFER,11218.84,C82275756,49697.0,38478.16,C1292838001,2018-04-02,TRF-bZUumtXWQBsa,ID,C-47550801-a4e9-42e5-8563-62cc7e57e200
PAYMENT,70.48,C1057507014,249728.0,249657.52,M1215025252,2019-02-25,TRF-AyHsxfiJjAEk,ID,C-8d78ac7f-12a5-40a4-9b13-1dbc55a893e6
PAYMENT,7706.45,C407997647,249657.52,241951.07,M1946917456,2020-10-31,TRF-LMfELWEVvvZR,SG,C-ec6471a9-ead2-4ca1-95a1-211ecd394bbe
PAYMENT,2188.32,C702500163,241951.07,239762.75,M1360125564,2015-03-26,TRF-SEpNodzMYzUi,MY,C-d72859fb-0f3d-4b60-9f62-9d7771ebc6ff
PAYMENT,1889.79,C1175418534,32058.0,30168.21,M1379222018,2018-08-03,TRF-AaTGQmKXsykq,MY,C-5d675213-0208-42ed-a6ab-cc47f41c1eaa
PAYMENT,2598.97,C901689694,15819.0,13220.03,M875487383,2017-04-05,TRF-HNBXtOyoRaqi,ID,C-311bac8e-2fcb-4393-aaf7-39d4341f3cec
PAYMENT,2946.8,C16373883,4913.0,1966.2,M303638020,2022-01-14,TRF-JNUEsGvDksfJ,ID,C-cf301801-0df0-4608-9998-d7002e0d990e
TRANSFER,7800.55,C1831141281,160529.98,152729.43,C1615535645,2019-06-16,TRF-WczxTNbLZUNX,SG,C-a56a92a4-339b-4242-b17f-e7443a35b5e1
PAYMENT,7589.88,C538667887,152729.43,145139.55,M1802555899,2018-05-04,TRF-eLqbPOaJzBPC,ID,C-88a4f551-a30a-458f-b623-30a501068e4b
PAYMENT,2529.38,C1011044643,76816.0,74286.62,M2107760645,2017-11-22,TRF-rXisNjdAsPpi,ID,C-966b50bf-1488-4d39-bec4-20bdfcfbf370
PAYMENT,453.25,C264978436,34032.0,33578.75,M1434940020,2016-11-17,TRF-bgrvrhcHtzKm,ID,C-7b850ddb-f451-484a-877d-f83480b10832
CASH_OUT,92229.71,C925803196,33578.75,0.0,C644345897,2018-06-19,TRF-NepTZetreuke,SG,C-514faac0-868a-42a1-a7d3-1f52f2f0c478
TRANSFER,10000000.0,C1440738283,12930418.44,2930418.44,C945327594,2018-04-01,TRF-syaJSPSreSZO,ID,C-f03ed860-2b16-41e1-be01-5ea708149854
CASH_OUT,10000000.0,C464649704,10000000.0,0.0,C766681183,2017-12-19,TRF-ykKoXzTthyXN,ID,C-c2388bb6-d2a0-4243-b5af-5e8c48d252e6
TRANSFER,2930418.44,C753426788,2930418.44,0.0,C449261773,2015-09-03,TRF-eTRezuguFZIc,SG,C-8331182d-467b-4c0a-b991-0be2bd9d0270
CASH_OUT,2930418.44,C1175418534,2930418.44,0.0,C932583850,2021-02-11,TRF-OKwLaDXHJWvx,SG,C-b09a12e9-0812-451b-93bb-4279c818e33c
PAYMENT,2150.61,C822232612,15599.0,13448.39,M82750270,2023-01-24,TRF-SmzxsfVdlgYQ,ID,C-90e20c36-fce1-474d-86e8-0a870a62dc9f
PAYMENT,29.03,C1467515503,12217.0,12187.97,M783339262,2020-09-27,TRF-XuNsnMNsQNKP,ID,C-f365b68c-7d36-4ebe-a8ce-6670c7a9b887
PAYMENT,2564.39,C1210939243,11054.0,8489.61,M736888459,2023-01-19,TRF-vvMgGPRazHwI,ID,C-5a0b2ecb-d79d-4928-9b88-35c7951f9edc
PAYMENT,2941.66,C628064884,5573.0,2631.34,M1429610243,2015-02-12,TRF-JIETvShUMMEv,MY,C-304d883b-1fa1-454c-87c3-853a06e08d6c
TRANSFER,170889.82,C1011044643,31431.0,0.0,C1359953204,2023-02-27,TRF-VsAdpwDeJUfx,MY,C-3e3da105-6a35-4205-9e98-b26224bda453
PAYMENT,1602.1,C795748540,5562.0,3959.9,M556773329,2016-04-13,TRF-HRPujCLSlefi,ID,C-ef09eb22-c6a5-460f-987c-9d175ecec61b
PAYMENT,957.52,C1377301456,213.0,0.0,M2021230836,2022-09-15,TRF-WUYWZvVdunpK,MY,C-b776c8e9-aabc-4b39-935c-2a4892004aca
PAYMENT,336.88,C1674403916,21430.0,21093.12,M1327714567,2021-11-19,TRF-DKpHoiryzgia,ID,C-add575ab-9bba-4fbc-8b93-4cfa455affbe
PAYMENT,2251.91,C1556867940,10598.0,8346.09,M475871799,2017-03-03,TRF-iUmyCpABqXdx,ID,C-855ee4e3-af12-4ebd-9f2b-1272081ea40a
PAYMENT,139.23,C464649704,359.0,219.77,M725873428,2018-04-11,TRF-ydmyvksBHcNJ,SG,C-7a893848-404f-43ac-8ed9-bcdb68c51449
PAYMENT,3408.82,C1556867940,15388.0,11979.18,M1328764608,2020-10-22,TRF-BQuKWwBKsbZQ,ID,C-f365b68c-7d36-4ebe-a8ce-6670c7a9b887
PAYMENT,1948.05,C1131592118,11408.0,9459.95,M1820545559,2019-10-08,TRF-zOwWBWUjPwEn,MY,C-1f59b0ef-b94b-4889-a7fe-97e7d70482c8
CASH_IN,156238.83,C957923719,9459.95,165698.79,C1860564101,2019-10-17,TRF-alToNwmqawGp,MY,C-097b69b1-d3c7-40fa-ba78-922b732ee0e1
CASH_IN,130385.04,C1917082298,165698.79,296083.83,C977993101,2020-09-09,TRF-opwysmGbWXcC,SG,C-19d06fd5-1390-4ee8-bacb-00f26d04a40e
CASH_IN,106343.2,C1221981006,296083.83,402427.03,C985934102,2019-09-14,TRF-GFVZwFeJZWjR,MY,C-8d1c79c4-28b1-473b-877b-158e369af2af
CASH_IN,110562.27,C1026483832,402427.03,512989.29,C998351292,2015-06-21,TRF-NeAaAQdTZcEW,ID,C-757ec10a-e474-436e-a6fd-e4b239dbb9ce
CASH_IN,80249.55,C2051598050,512989.29,593238.84,C306206744,2018-08-23,TRF-aePNAzYsElhq,SG,C-1c648f2a-db90-4a40-aa8c-840dc8943312
CASH_IN,58644.37,C1135935001,593238.84,651883.21,C1721246982,2015-03-14,TRF-fZptaayGRFzr,ID,C-65bbcd3c-2318-40ff-84ed-6dee9c275e08
CASH_IN,82172.42,C1488946768,651883.21,734055.62,C1065443868,2021-04-17,TRF-sNnEuWBOqWxs,MY,C-e8b70e21-b8b2-430d-9a5d-df04913e340b
CASH_IN,161141.8,C1466917878,734055.62,895197.42,C1750905143,2018-01-02,TRF-lHGnFsJldVrk,MY,C-97c99c00-a490-44d2-a641-45cf3d218e33
CASH_IN,113399.73,C2082509879,895197.42,1008597.15,C575335780,2015-10-25,TRF-daBUvVJsboFh,ID,C-770e72de-1ed7-41e8-b8cc-1aa1470a4cea
CASH_IN,207252.6,C413373997,1008597.15,1215849.75,C1816757085,2022-04-05,TRF-EPtlyjeDtHih,SG,C-30f5d949-9f02-4c22-955e-86e8154169f5
CASH_IN,242047.69,C1912850431,1215849.75,1457897.44,C644345897,2018-07-22,TRF-INhLttzvqYop,ID,C-f925f8cf-f6f0-4491-a6d3-6d59f92cd74c
CASH_IN,107730.87,C1123321137,1457897.44,1565628.31,C728526866,2022-01-27,TRF-wdUNGWLsHTKO,MY,C-d147684b-808c-44d1-98b9-d440002b6fff
CASH_IN,72495.9,C265577219,1565628.31,1638124.21,C1234776885,2019-02-08,TRF-mKaDyEHNGeEE,MY,C-2277bfcd-2817-47ed-9a67-e61542c9cdc2
CASH_IN,90646.09,C852190062,1638124.21,1728770.3,C1604271704,2015-09-28,TRF-eFaykaayZcbF,MY,C-a1517bcd-a474-438c-8caf-1d30892aea3f
CASH_IN,196821.07,C1893563925,1728770.3,1925591.38,C1711105800,2019-07-05,TRF-BrxDdzHYVEwE,ID,C-c7f669c4-7d72-461a-b196-425a0547e096
CASH_IN,87541.63,C2143571436,1925591.38,2013133.01,C662736689,2015-04-01,TRF-rjWhNffKQQFJ,SG,C-131da89e-186e-4b81-933a-90ee3ad30bf5
CASH_IN,80278.26,C594651850,2013133.01,2093411.27,C481402298,2018-03-03,TRF-UmRaNiSpCWnm,MY,C-9977ec23-f1c5-46f2-9f9c-50eab0d7f653
CASH_IN,49984.03,C96039159,2093411.27,2143395.3,C481402298,2023-01-16,TRF-YdPQUSeJUvJh,SG,C-e7648a85-f932-4365-a37c-fb2f2c96029e
CASH_IN,81300.2,C1959708563,2143395.3,2143395.3,C214774813,2022-02-08,TRF-kVQvKDKovVQF,ID,C-c81a5113-2bbd-47a5-9683-cd7788e0efb8
CASH_IN,100669.53,C1649847375,2143395.3,2244064.83,C644345897,2021-05-02,TRF-trIktmZpTtaH,ID,C-ac279a49-df45-47db-a1d1-59d17ca35d41
CASH_IN,127307.99,C1360541835,2244064.83,2371372.82,C564160838,2016-10-05,TRF-zTlMRZIjWfOG,SG,C-7a893848-404f-43ac-8ed9-bcdb68c51449
CASH_IN,12510.49,C1774690057,2371372.82,2383883.31,C1935365522,2019-03-31,TRF-dtRPcKnKjdhx,MY,C-586cfd27-0a6b-4644-b89c-c3f4839a8af9
CASH_IN,63936.91,C1632497828,2383883.31,2447820.23,C490150701,2021-02-07,TRF-NurghEnIGRbs,SG,C-d16bcc30-8d28-4c5b-b771-e8d21c69a4a4
CASH_IN,95655.86,C20804602,2447820.23,2543476.08,C214187874,2018-11-05,TRF-EuDwLFprLmao,ID,C-ea4f0ff3-307e-48d7-b4df-9aacc9969be9
CASH_IN,38606.17,C648315947,2543476.08,2543476.08,C214774813,2019-06-21,TRF-UclhGJcMHFaf,MY,C-a75ff587-a031-4755-9265-82d3b7ef224e
CASH_IN,23717.57,C864326906,2543476.08,2567193.65,C317071334,2019-02-15,TRF-xGKyFWLzDtXY,ID,C-c10feba7-22e8-4b39-84e1-45e2ae711772
CASH_IN,15273.3,C740007499,2567193.65,2582466.95,C977993101,2018-01-17,TRF-dacTZGefiPqe,MY,C-147e5ae9-ddad-4e77-990f-892d5d0bddf0
CASH_IN,108819.21,C1800693087,2582466.95,2691286.16,C934085675,2021-05-16,TRF-ypEGcGHBLjIR,MY,C-0d57e955-0ce8-4554-a1dc-c30c95ce8d35
CASH_IN,394042.27,C1543518287,2691286.16,3085328.43,C187649742,2022-09-08,TRF-mQUTRtlTnuTM,MY,C-a9d1ba3b-19f7-4c80-8c4e-9416b18705a1
CASH_IN,41744.33,C1636588948,3085328.43,3127072.76,C716083600,2023-02-01,TRF-kHZLKDoUWldW,MY,C-9bc4d63a-72ff-409a-987c-7c3a6f4ee137
CASH_IN,611924.5,C1445424568,3127072.76,3738997.26,C1023714065,2017-06-06,TRF-wszMNdxiopNn,MY,C-2991bdbc-0df6-46b1-a637-d7d860bbd9a1
CASH_IN,236430.58,C24650043,3738997.26,3975427.85,C1453128758,2017-03-06,TRF-JNnnFkrXzZBp,SG,C-1ab54f2d-917e-44f2-8469-5a9cc75accd8
CASH_IN,491195.84,C1434015813,3975427.85,4466623.69,C932583850,2022-06-21,TRF-QTegWaRyoMyV,SG,C-eb90f5c5-3d89-4f3d-a165-a83dc0b8c5e1
CASH_IN,278307.65,C1043639521,4466623.69,4744931.34,C1883840933,2017-12-12,TRF-BgfStPpRIIEs,MY,C-24c4acfd-c5fe-4b40-94d1-9f37ceb6f9d5
CASH_IN,98533.44,C1717739363,4744931.34,4843464.78,C1899073220,2021-12-27,TRF-gOYPRafXBfkp,MY,C-bca5a1b4-aa07-4910-8dec-f09c8880202f
CASH_IN,206139.73,C1419332030,4843464.78,5049604.5,C392292416,2018-01-19,TRF-UHJXkxZfIWfX,ID,C-e05273c5-64a6-47e5-b9b1-292d2015c4e7
CASH_IN,546131.94,C1324514662,5049604.5,5595736.44,C1883840933,2022-09-24,TRF-DVrzHoLZbfPk,ID,C-7cce874b-50a6-4153-b869-749d60968481
CASH_IN,71758.1,C1818747191,5595736.44,5667494.55,C929856893,2022-08-15,TRF-hTjjSsJaNxus,MY,C-a07ee498-0e4b-4ef0-8be7-b6c584b6e2cf
CASH_IN,396469.72,C615954678,5667494.55,6063964.27,C564160838,2020-10-24,TRF-sarLwwwKhQul,ID,C-1e9d0694-c02f-4716-b0e3-ba5d677bb7a1
CASH_IN,214223.74,C1540894701,6063964.27,6278188.01,C977993101,2020-05-06,TRF-mbrdiGJxcmnz,MY,C-316e5795-f314-46b6-82d2-195dc1b0e466
CASH_IN,144517.47,C922807452,6278188.01,6422705.48,C1750563752,2015-05-28,TRF-haQLEEmRdEFq,SG,C-6e1ac286-6e38-4e22-8260-c9826ba81799
CASH_IN,142853.33,C2007486296,6422705.48,6565558.81,C453211571,2019-02-01,TRF-hyoifqGgcXAg,ID,C-25142cc4-bf14-455b-bdcb-3acb99ef2b57
CASH_IN,192740.42,C803893384,6565558.81,6758299.24,C392292416,2021-12-05,TRF-tiPUmIBxxQzs,MY,C-3177a3a3-8ce9-4268-911c-5c24e95332bb
CASH_IN,64846.34,C82275756,6758299.24,6823145.58,C11003494,2023-01-27,TRF-SEHAVajgZrnX,MY,C-586cfd27-0a6b-4644-b89c-c3f4839a8af9
CASH_IN,146467.87,C1377301456,6823145.58,6969613.45,C453211571,2021-01-25,TRF-UsmWMMcfMnrB,MY,C-2f32e212-351c-47b0-9d65-6584dc0899cd
CASH_IN,120836.05,C1431556341,6969613.45,7090449.49,C1916720513,2020-04-10,TRF-CmmpvCVNPZoK,SG,C-c7f669c4-7d72-461a-b196-425a0547e096
CASH_IN,311330.4,C1795225096,7090449.49,7401779.9,C2118255842,2022-11-16,TRF-LHlizdDmKrMZ,ID,C-4fcf2c3e-cbf9-4916-845a-2e866a7576bb
CASH_IN,272453.68,C460741164,7401779.9,7674233.58,C1916720513,2015-07-05,TRF-GMZCPcjQqPUi,SG,C-ecbd9f8e-4f8e-41eb-b2d3-8506919d7aa6
CASH_IN,209292.82,C702500163,7674233.58,7883526.4,C662736689,2018-09-10,TRF-LTWlCnRNeHmk,MY,C-37fba096-c6bc-4c25-8457-01d9d4e45b13
CASH_IN,58095.79,C1408279755,7883526.4,7941622.19,C766681183,2022-04-03,TRF-ZOkLmvGsflXw,ID,C-20df69e3-bf09-419d-864f-be4837e6d6b1
CASH_IN,260176.72,C1358857082,7941622.19,8201798.91,C769342184,2015-04-10,TRF-EWWZhkXDEODc,MY,C-072477b6-6885-46d8-bd8b-b9e6bc5f202b
CASH_IN,55837.04,C1527882132,8201798.91,8257635.94,C601893033,2019-01-19,TRF-nVUQpSvDRBFj,ID,C-90b86db5-218d-47aa-b218-5cef546cc08c
CASH_IN,27850.03,C440736059,8257635.94,8285485.98,C884457408,2018-07-19,TRF-xITITjUyBWCb,SG,C-7bc6d362-ba08-4c8d-9a03-7c588852a7a4
CASH_IN,309379.18,C1324173038,8285485.98,8594865.16,C790722099,2022-07-14,TRF-UvxegLIGxfdZ,MY,C-d3f525cd-276b-4224-9727-91e60e73c777
CASH_IN,3563.97,C1818449913,8594865.16,8598429.14,C2089016471,2016-07-25,TRF-phwZGqtaLjeE,MY,C-4046908a-ad0a-4553-8d1c-43623640c3ab
CASH_IN,85955.62,C2075372030,8598429.14,8684384.76,C655381473,2020-01-26,TRF-ZQEYxrsrKHDu,MY,C-7a860bb6-0de5-46ec-b871-5e6651c21cbf
CASH_IN,18835.46,C1950136544,8684384.76,8703220.22,C769342184,2016-08-05,TRF-gpuquNZtmFDh,SG,C-d2268c32-6b3e-4619-b78f-ed5b9cac59ee
CASH_IN,193626.89,C269892014,8703220.22,8896847.11,C985934102,2019-03-10,TRF-jIeJthouUwLI,SG,C-5388bfcd-2782-4d74-b6ec-6eed7f572675
CASH_IN,633287.14,C1491860739,8896847.11,9530134.25,C665576141,2019-09-10,TRF-SCtSMGVZfgPW,MY,C-08859fd1-9b49-4476-9edb-d21fa822f8e5
CASH_IN,324089.47,C1299327689,9530134.25,9854223.72,C662736689,2016-04-26,TRF-jKRwPLBzLCxi,ID,C-d147684b-808c-44d1-98b9-d440002b6fff
CASH_IN,3523.06,C588449070,9854223.72,9857746.79,C1774531247,2016-05-02,TRF-ZyvRHmEjIVfz,MY,C-0bf01b74-8628-4edf-bdb0-1628b4ac7a28
CASH_IN,102751.5,C1724814719,9857746.79,9960498.29,C1778801068,2017-11-09,TRF-zjoHrXxOxNUS,MY,C-055a8e86-7c89-4f88-89f5-6bb36c524585
CASH_IN,494810.97,C538667887,9960498.29,10455309.26,C909295153,2015-10-13,TRF-srBpNtREMqGH,MY,C-b9b7ab33-ce59-4c58-aa3e-9d9fff434de2
CASH_IN,17058.54,C416201381,10455309.26,10472367.8,C1883840933,2022-09-11,TRF-nsYwUmPumpcu,MY,C-2e94294c-3e8f-4873-9bfd-86c7d4346f16
CASH_IN,235409.03,C1824322115,10472367.8,10707776.83,C1538745405,2016-12-12,TRF-tqaVMTWqIClk,MY,C-3da6ca90-713c-4b91-b0b9-d8b270e939a5
CASH_IN,489529.12,C1406848276,10707776.83,11197305.95,C248609774,2022-02-13,TRF-kFglHBtfqOjH,SG,C-7ba4cc47-fc94-470b-b3f5-76c72071c9cf
CASH_IN,58520.38,C93798665,11197305.95,11255826.33,C153950082,2018-11-30,TRF-ydIRYurDrjdB,ID,C-7cce874b-50a6-4153-b869-749d60968481
CASH_IN,340535.73,C494953170,11255826.33,11596362.05,C998351292,2017-06-17,TRF-RVtaCmYHRxXF,MY,C-560899c1-77e8-464d-8d45-28620efbbb56
CASH_IN,34407.36,C1411543296,11596362.05,11630769.42,C664232848,2016-03-30,TRF-NAjObLGuQpRj,ID,C-c5d4bb8a-3a45-4d1b-b95b-17ccba30b05a
CASH_IN,566838.74,C1456061400,11630769.42,12197608.16,C1446521801,2019-09-28,TRF-nkLjKuqnPBAr,ID,C-199c2fa2-d6a8-4544-a1f7-f82f98b1b3c9
CASH_IN,161339.92,C1514214932,12197608.16,12358948.08,C1504109395,2022-02-22,TRF-sOFycweBLBow,ID,C-c48c73a7-a659-47d0-81da-e735a734faa1
PAYMENT,826.25,C1265012928,168299.0,167472.75,M1543272907,2015-06-18,TRF-IxgrAubJsPcA,SG,C-ac75bac3-a1ab-4b55-a897-0996fd16e582
PAYMENT,774.72,C1887699190,1136.0,361.28,M1002380301,2015-03-01,TRF-wBRANZMhMUlr,SG,C-3104c014-91f3-4d31-bf58-c85aede8d4ab
PAYMENT,6735.16,C1648582256,361.28,0.0,M560734926,2017-07-23,TRF-YBuexUWRTwAx,SG,C-cfaf629c-f37a-49f3-bf5f-1d3dd0ca2bd1
PAYMENT,2625.76,C544966217,29786.0,27160.24,M568717494,2022-02-02,TRF-puJclCVjtYAJ,SG,C-6c2151ad-a009-4f60-ba9b-dae44161f949
CASH_OUT,123974.95,C1615801298,27160.24,0.0,C1850042097,2021-11-04,TRF-rSUcIKkHBZIh,MY,C-0c0974cd-5170-4727-9698-e9e0b04e0042
PAYMENT,354.75,C1129433283,310005.5,309650.74,M1701331644,2019-05-14,TRF-aZzYurhKKOCg,ID,C-2f0700dc-8c05-4a4e-83b8-2bf65e0e9347
CASH_IN,310148.54,C1032568028,309650.74,619799.28,C657736958,2021-03-18,TRF-gPVSCMoTbwxz,MY,C-e2600498-c8f5-4559-823e-5c49f3536c5e
CASH_IN,353004.04,C371976476,619799.28,972803.32,C11003494,2022-03-15,TRF-IgVUQKjkEfmU,MY,C-1c648f2a-db90-4a40-aa8c-840dc8943312
CASH_IN,380211.17,C307411297,972803.32,1353014.49,C1883840933,2017-09-16,TRF-JyHSWxWZOGUi,ID,C-dcd841ac-ae30-4bb8-abd4-46e0ee0d9b03
CASH_IN,285359.54,C1476235721,1353014.49,1638374.03,C905650857,2015-06-04,TRF-fXRdSxdgkKRu,ID,C-03eda22b-e286-4fca-ab2b-5a10f1b5dc78
CASH_IN,232228.39,C1269773610,1638374.03,1870602.42,C248609774,2019-06-11,TRF-dbCTTpVqDLoq,ID,C-bc476ee4-d62a-48b8-ab02-f37c5dbb4800
CASH_IN,205416.01,C1441328175,1870602.42,2076018.43,C1850042097,2020-08-15,TRF-aUrQKhuEoRFJ,MY,C-59e7e986-2c4e-44bc-9bda-e2bac5a293f6
CASH_IN,265268.96,C1560379655,2076018.43,2341287.39,C914293025,2018-06-23,TRF-AACdYLxDujKs,ID,C-ae1c9e61-d657-41db-8aaa-8b3d8ed96185
CASH_IN,165552.26,C1620409359,2341287.39,2506839.65,C1782113663,2015-03-17,TRF-ihyhmkWnlmOd,SG,C-5d026c18-9a38-49ad-9b57-b7ca1d0c3597
CASH_IN,115020.65,C1799230133,2506839.65,2621860.3,C1504109395,2018-02-10,TRF-LEYyBPMwjCwW,SG,C-c96d008f-e7da-4b7e-a022-e5bf81b565de
CASH_IN,221477.06,C1634723627,2621860.3,2843337.36,C716083600,2016-09-27,TRF-YpvKvbFzrJSX,MY,C-1fa2357d-f707-49c3-8092-6a227224caac
CASH_IN,4699.24,C1907241392,2843337.36,2848036.61,C1060830840,2023-02-20,TRF-oQzqGuIYnLgQ,SG,C-02ef4a99-74e0-45b8-9527-d3173baeccb5
CASH_IN,46166.32,C1992801971,2848036.61,2894202.93,C741431520,2018-02-22,TRF-JaLWsUMOLrCt,SG,C-a07ee498-0e4b-4ef0-8be7-b6c584b6e2cf
CASH_IN,51208.37,C365625031,2894202.93,2945411.3,C317071334,2015-12-07,TRF-hyoPcnAyDMNs,MY,C-d376ad4d-f214-4ddc-9395-81970d964d1c
CASH_IN,297908.73,C1171255580,2945411.3,3243320.02,C1255024717,2015-02-18,TRF-lLcAymbFNmVh,ID,C-99adc014-0247-4a49-b82e-7c5fce7ec8f8
CASH_IN,302602.9,C1470911015,3243320.02,3545922.93,C248609774,2021-06-15,TRF-YTXXTLtnkQgF,ID,C-6c3448d0-035d-4ed7-93fc-f03d6c4f8202
CASH_IN,70664.62,C412788346,3545922.93,3616587.55,C1870252780,2018-12-18,TRF-YcKnLHXBRNpt,MY,C-1fbebf99-7842-47b8-96ea-bd310c9f56ee
CASH_IN,14401.68,C1068445309,3616587.55,3630989.22,C323761934,2021-09-06,TRF-kxteJiyuZbRL,MY,C-0a0a88fa-1fdf-427d-aa1d-3103eeb13091
CASH_IN,162464.0,C1167088639,3630989.22,3793453.22,C481402298,2022-07-09,TRF-TviFbffgELNS,ID,C-df267229-2ae8-4ffd-b7df-716fd7608d5a
CASH_IN,183202.66,C589363823,3793453.22,3976655.88,C453211571,2016-03-20,TRF-IAHFpnRRRcId,SG,C-c5d4bb8a-3a45-4d1b-b95b-17ccba30b05a
CASH_IN,107877.98,C1174586025,3976655.88,4084533.87,C1359953204,2016-04-29,TRF-dYkUfUVKOujV,ID,C-6754e43c-fe74-44bb-bed9-5704a9775367
CASH_IN,382513.35,C173791568,4084533.87,4467047.21,C914293025,2017-09-07,TRF-cuALpgjfbozm,MY,C-ecb481a8-e219-4aa8-876c-c76a41094fc3
CASH_IN,237485.8,C2031377754,4467047.21,4704533.02,C97730845,2021-12-27,TRF-FnhMnZDcHTeN,SG,C-633e0046-a39d-400f-bc82-b68f3a368642
CASH_IN,29637.04,C343345308,4704533.02,4734170.05,C1068824137,2017-01-19,TRF-PcUlaWdklDHD,SG,C-4328165c-83a0-4c2a-b4fa-3a591627d073
CASH_IN,17906.01,C2116179210,4734170.05,4752076.06,C2118255842,2019-11-26,TRF-DDNMfTFewVtr,SG,C-63ff57e8-88bb-4228-a84f-c4c6a0057662
CASH_IN,97644.2,C215078753,4752076.06,4849720.26,C657736958,2022-02-23,TRF-hOuwsbGIuwgF,SG,C-d850e058-d669-4c7f-843f-106103c4b4e3
CASH_IN,117474.04,C244872973,4849720.26,4967194.3,C1831477404,2022-03-28,TRF-FNDgsuDQTEyJ,SG,C-44aa98c1-93f1-4780-9edb-f5ee39f4c4db
CASH_IN,97851.98,C1626852381,4967194.3,5065046.28,C1778801068,2019-08-08,TRF-wUeYkUIUMyiq,ID,C-316e5795-f314-46b6-82d2-195dc1b0e466
CASH_IN,76928.78,C1651754404,5065046.28,5141975.06,C1782113663,2016-04-18,TRF-GgrUufVwGVGH,MY,C-f65ebf52-993c-42c3-8f4f-d1b75610434b
